descricao_projeto,tipo_projeto,departamento,duracao_meses,orcamento,complexidade,recursos_disponiveis,metodologia,risco,entregas,tamanho_equipe,data_inicio,sucesso
Implementação de CRM,Infraestrutura,Operações,3,203737.23,Média,1,Agile,Baixo,4,24,2024-06-02,0
Integração de sistemas,Software,Operações,14,558477.37,Média,2,Waterfall,Médio,6,1,2023-10-04,0
Análise de dados financeiros,Infraestrutura,Financeiro,2,917057.75,Alta,1,Scrum,Alto,7,18,2022-05-18,0
Integração de sistemas,Marketing,Operações,32,64808.21,Alta,2,Kanban,Alto,8,26,2023-04-01,0
Pesquisa de satisfação do cliente,Pesquisa,Operações,33,660502.08,Média,1,Kanban,Baixo,5,14,2021-04-14,1
Desenvolvimento de aplicativo móvel,Pesquisa,Operações,6,119967.91,Média,2,Agile,Baixo,5,19,2023-11-29,0
Pesquisa de satisfação do cliente,Infraestrutura,Marketing,25,56126.97,Baixa,0,Scrum,Alto,6,18,2021-07-17,0
Análise de dados financeiros,Construção,TI,34,193121.76,Baixa,2,Agile,Médio,7,7,2022-08-02,1
Migração de banco de dados,Construção,Financeiro,11,451761.3,Baixa,1,Scrum,Alto,5,2,2022-01-26,0
Implementação de CRM,Pesquisa,Financeiro,7,812226.8,Média,2,Waterfall,Alto,5,7,2024-04-17,0
Treinamento de equipe,Infraestrutura,Marketing,22,317696.22,Baixa,1,XP,Baixo,4,28,2022-07-08,1
Integração de sistemas,Infraestrutura,TI,10,644389.55,Baixa,1,Agile,Médio,1,28,2023-11-05,1
Construção de dashboard de vendas,Infraestrutura,TI,21,440598.81,Média,2,Kanban,Baixo,7,17,2024-08-05,1
Integração de sistemas,Marketing,Marketing,6,272615.2,Média,2,Agile,Alto,7,30,2022-04-23,0
Automatização de processos,Construção,RH,1,538534.76,Média,2,Scrum,Médio,6,21,2024-06-08,0
Campanha de marketing digital,Construção,RH,34,807591.27,Média,1,Agile,Alto,10,37,2023-07-12,1
Análise de dados financeiros,Marketing,TI,14,840867.75,Baixa,1,Waterfall,Alto,2,9,2022-02-24,1
Pesquisa de satisfação do cliente,Software,RH,36,854193.56,Baixa,1,Scrum,Baixo,2,36,2021-06-06,1
Construção de dashboard de vendas,Marketing,RH,27,371629.92,Baixa,1,Kanban,Baixo,6,22,2022-07-04,1
Migração de banco de dados,Infraestrutura,RH,9,803783.26,Baixa,0,Kanban,Médio,9,15,2024-01-26,1
Migração de banco de dados,Marketing,TI,6,251569.53,Média,1,Scrum,Alto,5,14,2023-10-18,0
Migração de banco de dados,Infraestrutura,RH,31,751503.85,Média,2,Waterfall,Alto,7,27,2023-09-24,1
Treinamento de equipe,Pesquisa,Financeiro,17,950965.2,Média,1,Agile,Alto,2,18,2024-12-05,1
Automatização de processos,Infraestrutura,TI,36,63056.64,Média,2,XP,Médio,6,10,2023-08-09,0
Migração de banco de dados,Construção,Marketing,21,468345.73,Alta,1,Kanban,Baixo,6,22,2021-10-16,0
Migração de banco de dados,Marketing,RH,27,665382.44,Baixa,2,Waterfall,Baixo,10,23,2024-07-01,1
Análise de dados financeiros,Infraestrutura,Operações,28,716686.98,Baixa,1,Waterfall,Baixo,6,5,2021-07-15,1
Automatização de processos,Software,TI,16,217283.37,Média,2,Waterfall,Médio,6,25,2022-08-21,0
Implementação de CRM,Pesquisa,Marketing,35,973574.11,Média,1,Agile,Alto,4,1,2022-06-01,1
Implementação de CRM,Software,Financeiro,36,634502.1,Média,2,Waterfall,Baixo,5,24,2023-05-15,1
Automatização de processos,Software,Marketing,35,206123.57,Média,1,Waterfall,Alto,4,33,2024-02-16,0
Campanha de marketing digital,Software,RH,19,69496.39,Baixa,1,Scrum,Baixo,6,37,2023-03-17,0
Treinamento de equipe,Pesquisa,Operações,21,794100.99,Média,0,Scrum,Baixo,9,7,2024-03-28,0
Construção de dashboard de vendas,Pesquisa,RH,33,125719.5,Baixa,1,Waterfall,Médio,5,24,2023-03-26,0
Integração de sistemas,Pesquisa,Marketing,23,183998.38,Média,2,Waterfall,Médio,5,15,2021-08-16,0
Análise de dados financeiros,Pesquisa,TI,6,596088.53,Alta,0,Scrum,Alto,3,11,2021-08-04,0
Desenvolvimento de aplicativo móvel,Software,Operações,32,623330.23,Baixa,2,Agile,Médio,7,17,2023-08-06,1
Implementação de CRM,Construção,Operações,22,702542.76,Baixa,0,Scrum,Baixo,5,23,2021-01-15,1
Automatização de processos,Construção,Marketing,3,423838.31,Baixa,2,Scrum,Alto,2,4,2024-03-26,0
Construção de dashboard de vendas,Pesquisa,RH,35,785203.74,Baixa,2,Scrum,Alto,9,31,2024-07-08,1
Automatização de processos,Marketing,Marketing,16,975640.67,Média,1,Scrum,Médio,5,34,2024-03-26,1
Integração de sistemas,Infraestrutura,Operações,25,307540.2,Média,0,XP,Baixo,7,10,2021-02-16,0
Construção de dashboard de vendas,Marketing,Marketing,17,717877.19,Alta,1,Kanban,Baixo,7,37,2021-11-20,1
Implementação de CRM,Marketing,Operações,13,932045.22,Média,0,Agile,Baixo,10,10,2023-04-24,1
Migração de banco de dados,Marketing,RH,28,701972.42,Baixa,1,Agile,Baixo,8,11,2021-05-10,1
Automatização de processos,Construção,TI,11,697054.02,Baixa,1,Waterfall,Alto,4,31,2024-12-05,1
Desenvolvimento de aplicativo móvel,Infraestrutura,TI,10,262583.94,Baixa,1,XP,Baixo,7,10,2021-04-05,0
Implementação de CRM,Marketing,Marketing,24,558373.69,Baixa,0,Waterfall,Médio,3,38,2022-09-19,1
Pesquisa de satisfação do cliente,Pesquisa,Operações,24,584396.7,Média,0,Agile,Médio,9,8,2023-01-25,0
Desenvolvimento de aplicativo móvel,Construção,TI,33,715123.08,Baixa,0,Agile,Alto,8,11,2024-08-08,1
Campanha de marketing digital,Pesquisa,Operações,17,996980.38,Alta,1,Waterfall,Baixo,10,20,2023-03-05,1
Treinamento de equipe,Pesquisa,RH,36,81961.63,Média,1,Kanban,Médio,9,24,2024-07-30,0
Implementação de CRM,Marketing,Marketing,35,111971.03,Média,1,Waterfall,Baixo,2,7,2021-03-10,0
Migração de banco de dados,Pesquisa,Operações,6,124052.57,Média,1,Kanban,Baixo,4,21,2021-01-11,0
Implementação de CRM,Infraestrutura,Marketing,16,755830.18,Média,2,Kanban,Baixo,1,6,2024-07-01,1
Integração de sistemas,Pesquisa,Operações,28,179536.11,Média,1,Scrum,Médio,8,31,2023-05-22,0
Construção de dashboard de vendas,Marketing,Operações,32,641329.28,Média,2,Agile,Baixo,4,12,2022-07-04,1
Automatização de processos,Pesquisa,RH,26,358435.43,Baixa,1,Scrum,Médio,4,37,2024-03-03,1
Construção de dashboard de vendas,Construção,Marketing,11,484453.96,Alta,0,Agile,Baixo,7,13,2022-12-13,0
Construção de dashboard de vendas,Construção,Financeiro,25,254880.0,Baixa,1,Scrum,Alto,6,31,2021-01-23,1
Implementação de CRM,Construção,Operações,31,872801.23,Média,1,Kanban,Médio,3,9,2023-03-26,1
Integração de sistemas,Software,Operações,21,606842.81,Média,2,Scrum,Alto,8,27,2021-12-12,1
Automatização de processos,Construção,TI,3,947335.1,Baixa,1,XP,Baixo,2,17,2021-10-29,1
Automatização de processos,Construção,Marketing,12,595866.44,Baixa,2,Scrum,Alto,1,8,2021-12-29,1
Construção de dashboard de vendas,Software,Financeiro,25,167712.63,Baixa,1,Scrum,Médio,2,27,2022-01-31,0
Campanha de marketing digital,Construção,RH,17,212326.91,Média,1,Scrum,Baixo,9,40,2021-08-06,0
Treinamento de equipe,Marketing,Financeiro,36,989620.28,Média,0,XP,Médio,5,15,2021-05-21,1
Integração de sistemas,Construção,RH,36,739286.94,Média,0,Agile,Médio,5,39,2023-08-16,1
Campanha de marketing digital,Construção,Financeiro,19,96814.81,Média,1,Scrum,Alto,6,6,2024-05-18,0
Análise de dados financeiros,Software,Financeiro,2,718591.95,Baixa,1,Agile,Médio,3,32,2023-09-12,1
Análise de dados financeiros,Marketing,Marketing,17,441564.39,Média,2,Waterfall,Baixo,1,8,2023-09-20,0
Desenvolvimento de aplicativo móvel,Pesquisa,TI,30,341847.97,Média,2,Kanban,Baixo,8,35,2023-04-08,1
Construção de dashboard de vendas,Infraestrutura,Financeiro,10,196357.75,Média,1,Waterfall,Médio,7,31,2022-11-14,0
Automatização de processos,Marketing,Operações,35,847908.76,Média,1,XP,Baixo,8,26,2023-10-01,1
Implementação de CRM,Pesquisa,Operações,36,110649.31,Média,0,XP,Médio,9,24,2021-12-22,0
Automatização de processos,Marketing,Operações,33,325343.69,Baixa,1,Agile,Médio,2,2,2023-10-05,0
Automatização de processos,Pesquisa,TI,1,341063.75,Média,2,Agile,Alto,5,1,2024-09-09,0
Migração de banco de dados,Pesquisa,Financeiro,18,202860.02,Baixa,1,Scrum,Médio,2,10,2024-03-02,0
Automatização de processos,Marketing,RH,4,532775.64,Média,2,Waterfall,Médio,8,23,2023-06-07,0
Desenvolvimento de aplicativo móvel,Software,RH,27,61117.5,Baixa,2,Agile,Baixo,4,33,2021-05-07,1
Campanha de marketing digital,Marketing,Marketing,25,335926.74,Alta,1,Agile,Baixo,4,37,2024-02-04,0
Análise de dados financeiros,Marketing,TI,28,936947.97,Média,0,Agile,Alto,10,11,2023-10-06,1
Automatização de processos,Pesquisa,Financeiro,22,345003.09,Média,1,Kanban,Alto,8,20,2022-08-27,0
Automatização de processos,Infraestrutura,Operações,25,392436.42,Média,0,Agile,Médio,7,26,2024-11-02,0
Migração de banco de dados,Pesquisa,TI,17,499506.8,Alta,1,Kanban,Alto,1,2,2023-10-11,0
Integração de sistemas,Construção,TI,12,583608.71,Média,2,XP,Médio,7,25,2021-02-20,1
Implementação de CRM,Marketing,Financeiro,16,818273.21,Baixa,1,Scrum,Alto,10,4,2023-11-19,1
Integração de sistemas,Marketing,Marketing,16,230805.16,Alta,2,Waterfall,Baixo,3,19,2024-08-12,0
Implementação de CRM,Software,Marketing,17,878159.06,Média,2,Agile,Médio,5,13,2024-08-13,1
Treinamento de equipe,Pesquisa,Marketing,31,769671.89,Média,2,Kanban,Médio,8,19,2023-02-18,1
Automatização de processos,Software,Operações,15,736517.82,Alta,1,Agile,Médio,6,13,2024-12-01,0
Migração de banco de dados,Marketing,Operações,13,132464.35,Baixa,2,Agile,Baixo,8,12,2023-03-25,0
Pesquisa de satisfação do cliente,Pesquisa,Financeiro,27,70558.66,Baixa,1,Kanban,Médio,5,2,2024-11-29,0
Construção de dashboard de vendas,Pesquisa,Marketing,21,614312.07,Média,1,Agile,Médio,10,37,2024-10-01,1
Análise de dados financeiros,Construção,Financeiro,2,869977.26,Média,2,Waterfall,Baixo,9,23,2022-02-24,1
Campanha de marketing digital,Construção,Marketing,8,605219.39,Média,2,XP,Médio,6,19,2024-04-20,0
Análise de dados financeiros,Infraestrutura,TI,7,252573.12,Média,1,Scrum,Médio,9,3,2023-09-10,0
Campanha de marketing digital,Construção,RH,10,135993.9,Média,2,Agile,Alto,4,24,2023-04-05,0
Treinamento de equipe,Pesquisa,RH,4,714616.63,Média,1,Kanban,Médio,2,23,2023-10-22,0
Integração de sistemas,Construção,Marketing,36,735681.76,Alta,1,Waterfall,Baixo,8,4,2022-07-21,0
Desenvolvimento de aplicativo móvel,Infraestrutura,Financeiro,35,213905.12,Baixa,0,Agile,Médio,5,18,2022-01-06,0
Automatização de processos,Marketing,Operações,3,76780.8,Média,1,XP,Baixo,2,12,2023-07-25,0
Pesquisa de satisfação do cliente,Construção,Marketing,18,437869.34,Média,1,XP,Médio,6,35,2022-10-23,1
Campanha de marketing digital,Pesquisa,Marketing,24,603582.77,Média,1,Kanban,Baixo,3,27,2024-12-25,1
Construção de dashboard de vendas,Marketing,Operações,32,720702.29,Média,1,Agile,Baixo,1,14,2023-08-27,1
Campanha de marketing digital,Pesquisa,Marketing,34,819447.76,Baixa,0,Agile,Baixo,6,31,2024-08-25,1
Desenvolvimento de aplicativo móvel,Marketing,TI,2,630010.56,Média,0,Agile,Baixo,8,3,2024-03-06,0
Análise de dados financeiros,Pesquisa,Operações,2,155336.58,Média,1,XP,Alto,1,5,2021-07-21,0
Migração de banco de dados,Construção,TI,10,698452.59,Média,1,Agile,Alto,3,29,2024-12-30,1
Análise de dados financeiros,Construção,RH,23,984967.81,Média,1,Agile,Médio,6,39,2021-11-09,1
Treinamento de equipe,Infraestrutura,Operações,15,910305.36,Média,1,Agile,Baixo,10,17,2021-04-27,1
Migração de banco de dados,Marketing,Operações,12,878085.46,Média,1,Agile,Alto,3,19,2023-07-26,1
Análise de dados financeiros,Infraestrutura,Financeiro,17,337061.65,Média,0,Kanban,Alto,7,35,2022-07-29,0
Construção de dashboard de vendas,Software,Financeiro,18,763248.77,Média,1,XP,Alto,6,33,2021-09-01,1
Análise de dados financeiros,Construção,Operações,14,858548.27,Média,2,Scrum,Médio,9,8,2022-06-21,1
Construção de dashboard de vendas,Marketing,RH,17,694409.89,Média,1,Kanban,Baixo,6,37,2021-03-16,1
Construção de dashboard de vendas,Infraestrutura,Marketing,15,288033.67,Baixa,1,Agile,Baixo,7,35,2022-01-21,1
Migração de banco de dados,Infraestrutura,Financeiro,12,956142.27,Baixa,0,Scrum,Alto,2,20,2024-05-18,1
Integração de sistemas,Software,RH,16,478278.44,Alta,1,Waterfall,Alto,10,17,2022-04-20,0
Implementação de CRM,Infraestrutura,RH,32,173315.28,Média,1,Scrum,Médio,4,13,2022-02-22,0
Automatização de processos,Pesquisa,Financeiro,23,154289.0,Média,2,Kanban,Baixo,5,4,2021-12-13,0
Campanha de marketing digital,Construção,Marketing,34,665143.04,Baixa,1,XP,Médio,2,30,2022-10-02,1
Implementação de CRM,Infraestrutura,Financeiro,34,465824.16,Alta,1,Kanban,Alto,10,6,2023-07-28,0
Desenvolvimento de aplicativo móvel,Infraestrutura,RH,16,139759.68,Média,1,XP,Médio,10,2,2023-08-13,0
Integração de sistemas,Software,TI,34,753346.34,Alta,0,XP,Médio,10,15,2023-05-26,0
Implementação de CRM,Pesquisa,Financeiro,7,809358.91,Alta,2,XP,Baixo,7,34,2023-02-02,1
Migração de banco de dados,Infraestrutura,RH,33,739144.85,Alta,1,Waterfall,Baixo,4,20,2024-04-17,1
Desenvolvimento de aplicativo móvel,Construção,Financeiro,4,242147.83,Alta,0,Scrum,Médio,9,16,2024-04-20,0
Pesquisa de satisfação do cliente,Construção,RH,7,705286.68,Baixa,1,Kanban,Alto,8,29,2022-10-26,1
Integração de sistemas,Infraestrutura,Marketing,18,60186.66,Alta,1,Kanban,Baixo,10,27,2021-01-25,0
Implementação de CRM,Pesquisa,RH,4,339856.53,Baixa,0,XP,Baixo,9,1,2024-04-18,0
Desenvolvimento de aplicativo móvel,Construção,Operações,11,428880.45,Alta,1,Waterfall,Médio,8,13,2022-12-11,0
Pesquisa de satisfação do cliente,Construção,TI,20,843484.6,Baixa,1,Waterfall,Baixo,5,40,2024-03-30,1
Análise de dados financeiros,Pesquisa,RH,11,420874.65,Média,1,Agile,Médio,9,32,2021-06-26,0
Desenvolvimento de aplicativo móvel,Pesquisa,Financeiro,15,60705.97,Baixa,0,Waterfall,Médio,5,3,2021-10-12,0
Migração de banco de dados,Infraestrutura,Financeiro,17,384729.09,Média,2,XP,Médio,8,14,2021-03-04,0
Análise de dados financeiros,Marketing,RH,34,523977.89,Baixa,0,XP,Alto,4,28,2023-09-30,1
Migração de banco de dados,Software,Operações,12,951554.55,Média,1,Scrum,Baixo,5,26,2022-10-24,1
Implementação de CRM,Marketing,RH,28,943982.59,Alta,2,XP,Médio,4,21,2022-10-28,1
Automatização de processos,Marketing,Marketing,35,221830.34,Média,0,Scrum,Baixo,2,11,2021-06-05,0
Implementação de CRM,Construção,Operações,8,225889.21,Baixa,0,Waterfall,Alto,4,27,2023-12-09,0
Análise de dados financeiros,Pesquisa,RH,27,205212.38,Média,0,Agile,Alto,5,1,2023-08-25,0
Construção de dashboard de vendas,Construção,TI,22,799475.84,Baixa,1,Kanban,Baixo,6,33,2023-04-29,1
Implementação de CRM,Software,Operações,24,55720.94,Média,0,XP,Baixo,4,18,2024-01-13,0
Análise de dados financeiros,Infraestrutura,RH,2,170818.34,Alta,1,Waterfall,Baixo,10,2,2024-10-16,0
Desenvolvimento de aplicativo móvel,Software,TI,31,561061.65,Média,1,XP,Médio,4,4,2022-11-20,0
Treinamento de equipe,Construção,RH,22,285183.96,Baixa,1,Scrum,Baixo,6,4,2021-05-28,0
Implementação de CRM,Construção,Marketing,1,137738.64,Média,0,Waterfall,Médio,7,17,2021-12-08,0
Desenvolvimento de aplicativo móvel,Construção,Financeiro,14,391884.11,Alta,2,Kanban,Médio,7,16,2022-04-21,0
Migração de banco de dados,Construção,RH,25,310497.22,Baixa,0,Scrum,Médio,4,9,2023-12-23,0
Integração de sistemas,Marketing,Operações,36,535549.09,Média,1,Waterfall,Alto,5,26,2024-10-15,1
Automatização de processos,Infraestrutura,RH,36,980271.91,Média,0,Kanban,Baixo,3,10,2022-07-15,1
Migração de banco de dados,Marketing,RH,3,168089.4,Média,0,Scrum,Alto,5,7,2021-11-23,0
Migração de banco de dados,Construção,RH,5,404090.37,Alta,1,Kanban,Baixo,10,9,2024-03-10,0
Análise de dados financeiros,Pesquisa,RH,1,935385.77,Média,1,Waterfall,Baixo,5,27,2023-09-17,1
Construção de dashboard de vendas,Marketing,Operações,19,883029.39,Média,1,Scrum,Médio,4,32,2021-08-03,1
Campanha de marketing digital,Construção,Operações,33,424557.48,Média,1,Agile,Médio,6,23,2022-03-11,1
Treinamento de equipe,Construção,RH,30,714005.6,Baixa,2,XP,Baixo,5,27,2023-08-10,1
Construção de dashboard de vendas,Infraestrutura,Financeiro,12,133464.16,Baixa,1,Agile,Médio,8,25,2022-12-24,0
Análise de dados financeiros,Software,RH,10,726914.0,Média,1,Kanban,Baixo,2,29,2024-09-03,1
Automatização de processos,Marketing,Operações,34,974214.84,Baixa,1,Waterfall,Alto,6,24,2021-02-01,1
Treinamento de equipe,Marketing,Marketing,16,560613.75,Alta,0,XP,Médio,2,16,2022-11-01,0
Treinamento de equipe,Marketing,RH,29,523565.72,Baixa,1,Waterfall,Médio,6,16,2021-10-12,1
Análise de dados financeiros,Construção,RH,15,227952.69,Baixa,1,Kanban,Alto,4,28,2024-08-21,0
Pesquisa de satisfação do cliente,Infraestrutura,RH,11,652098.79,Média,1,Waterfall,Médio,1,20,2022-03-05,0
Migração de banco de dados,Construção,RH,34,610915.42,Baixa,1,Scrum,Médio,6,19,2021-10-13,1
Integração de sistemas,Construção,TI,36,669336.41,Média,2,Scrum,Médio,3,10,2024-03-13,1
Pesquisa de satisfação do cliente,Pesquisa,RH,30,74779.12,Média,2,Kanban,Médio,7,26,2024-12-18,0
Análise de dados financeiros,Infraestrutura,Operações,35,571287.31,Média,1,Waterfall,Baixo,3,2,2023-11-09,0
Pesquisa de satisfação do cliente,Marketing,Operações,9,615188.1,Alta,2,Kanban,Baixo,10,3,2021-01-18,0
Integração de sistemas,Software,TI,18,247153.63,Média,2,XP,Baixo,4,39,2023-02-08,1
Análise de dados financeiros,Marketing,RH,19,247916.21,Baixa,2,Waterfall,Médio,9,2,2022-08-13,0
Análise de dados financeiros,Construção,Financeiro,4,312407.26,Alta,1,Scrum,Baixo,7,25,2024-10-26,0
Treinamento de equipe,Infraestrutura,RH,6,726135.51,Média,2,Agile,Baixo,4,4,2024-04-13,0
Pesquisa de satisfação do cliente,Infraestrutura,Operações,33,625952.76,Média,1,Scrum,Baixo,2,15,2023-10-07,1
Desenvolvimento de aplicativo móvel,Infraestrutura,Marketing,32,853474.51,Média,1,Waterfall,Médio,5,18,2021-07-13,1
Implementação de CRM,Pesquisa,Marketing,16,330875.64,Baixa,2,Waterfall,Médio,8,7,2022-05-17,0
Análise de dados financeiros,Marketing,Financeiro,11,916464.66,Alta,2,Waterfall,Médio,2,27,2023-09-15,1
Pesquisa de satisfação do cliente,Pesquisa,RH,22,756520.85,Média,1,Waterfall,Baixo,9,18,2024-02-11,1
Campanha de marketing digital,Software,TI,36,425261.09,Média,2,XP,Alto,5,7,2021-04-24,1
Automatização de processos,Construção,RH,23,140498.96,Baixa,1,Agile,Médio,6,29,2024-05-30,0
Campanha de marketing digital,Pesquisa,Financeiro,26,294134.48,Média,1,Scrum,Médio,7,33,2023-08-05,0
Pesquisa de satisfação do cliente,Pesquisa,Financeiro,31,958929.81,Média,1,XP,Alto,9,2,2023-04-11,1
Migração de banco de dados,Construção,Financeiro,29,344845.21,Baixa,2,Kanban,Alto,7,18,2024-07-11,1
Migração de banco de dados,Infraestrutura,Marketing,5,363405.91,Média,2,Waterfall,Médio,4,23,2023-07-14,0
Pesquisa de satisfação do cliente,Construção,RH,25,230109.48,Média,2,Scrum,Alto,5,6,2021-02-24,0
Treinamento de equipe,Marketing,RH,34,816508.07,Média,0,Kanban,Médio,3,25,2023-03-11,1
Treinamento de equipe,Construção,TI,12,311862.02,Média,0,Agile,Baixo,1,19,2023-02-17,0
Análise de dados financeiros,Infraestrutura,Financeiro,22,363745.34,Média,0,Scrum,Baixo,3,8,2021-06-11,0
Integração de sistemas,Construção,Financeiro,9,443630.7,Baixa,0,XP,Médio,1,37,2024-11-04,1
Implementação de CRM,Pesquisa,Operações,20,462041.87,Média,1,Kanban,Médio,5,26,2021-03-28,0
Análise de dados financeiros,Software,Operações,29,440773.75,Média,1,Scrum,Médio,7,29,2021-02-24,1
Campanha de marketing digital,Pesquisa,Marketing,29,528556.51,Média,0,XP,Alto,9,28,2024-04-16,1
Implementação de CRM,Software,RH,27,823787.24,Alta,2,Waterfall,Médio,4,7,2024-11-15,1
Campanha de marketing digital,Construção,TI,17,828320.79,Baixa,1,Scrum,Baixo,10,36,2024-10-04,1
Treinamento de equipe,Marketing,TI,5,808397.48,Baixa,2,Waterfall,Baixo,10,15,2023-10-29,1
Pesquisa de satisfação do cliente,Construção,Financeiro,13,146068.6,Baixa,1,Kanban,Alto,1,33,2023-04-13,0
Integração de sistemas,Infraestrutura,TI,15,809694.86,Baixa,1,Kanban,Alto,7,5,2021-11-09,1
Campanha de marketing digital,Construção,Financeiro,15,164239.18,Baixa,1,Kanban,Médio,3,29,2023-01-29,0
Treinamento de equipe,Software,RH,18,168487.58,Alta,1,Waterfall,Alto,1,17,2022-03-19,0
Integração de sistemas,Pesquisa,TI,2,950469.63,Baixa,1,Waterfall,Alto,4,27,2021-11-24,1
